Year,Attribute,Value
1986,"Farm-related output 3/: Price (index, 2015=1)",0.486012503
1986,"Farm-related output 3/: Quantity (million, $2015)",14854.88083
1986,"Total farm inputs: Price (index, 2015=1)",0.397897496
1986,"Total farm inputs: Quantity (million, $2015)",396465.8971
1986,"Capital: All capital: Price (index, 2015=1)",0.521506549
1986,"Capital: All capital: Quantity (million, $2015)",109590.0734
1986,"Capital: Durable equipment: Price (index, 2015=1)",0.752308117
1986,"Capital: Durable equipment: Quantity (million, $2015)",28377.92584
1986,"Capital: Service buildings: Price (index, 2015=1)",0.957138146
1986,"Capital: Service buildings: Quantity (million, $2015)",8764.006426
1986,"Capital: Land: Price (index, 2015=1)",0.376829343
1986,"Capital: Land: Quantity (million, $2015)",62400.25433
1986,"Capital: Inventories: Price (index, 2015=1)",0.723381107
1986,"Capital: Inventories: Quantity (million, $2015)",5391.881631
1986,"Labor: All labor: Price (index, 2015=1)",0.270895643
1986,"Labor: All labor: Quantity (million, $2015)",95449.47524
1986,"Labor: Hired labor: Price (index, 2015=1)",0.28043279
1986,"Labor: Hired labor: Quantity (million, $2015)",33045.3511
1986,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.265909966
1986,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",62388.96292
1986,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.406576792
1986,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",183837.3499
1986,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.39338272
1986,"Intermediate goods: Feed and seed: Quantity (million, $2015)",87315.03182
1986,"Intermediate goods: Energy: Price (index, 2015=1)",0.282304734
1986,"Intermediate goods: Energy: Quantity (million, $2015)",25168.77031
1986,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.305623907
1986,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",22315.80334
1986,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.593438895
1986,"Intermediate goods: Pesticides: Quantity (million, $2015)",7285.889141
1986,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.484879827
1986,"Intermediate goods: Purchased services: Quantity (million, $2015)",39785.39862
1986,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.499352707
1986,"Intermediate goods: Other intermediate: Quantity (million, $2015)",5718.206714
1987,"Total output: Price (index, 2015=1)",0.588930987
1987,"Total output: Quantity (million, $2015)",274243.6984
1987,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.545421481
1987,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",116986.3257
1987,"Livestock and products: Meat animals: Price (index, 2015=1)",0.489870035
1987,"Livestock and products: Meat animals: Quantity (million, $2015)",68283.29109
1987,"Livestock and products: Dairy: Price (index, 2015=1)",0.734685107
1987,"Livestock and products: Dairy: Quantity (million, $2015)",24128.22286
1987,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.473726302
1987,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",24332.91534
1987,"Crops: All crops: Price (index, 2015=1)",0.62487917
1987,"Crops: All crops: Quantity (million, $2015)",143080.0876
1987,"Crops: Food grains: Price (index, 2015=1)",0.784154693
1987,"Crops: Food grains: Quantity (million, $2015)",12416.05886
1987,"Crops: Feed crops: Price (index, 2015=1)",0.590393046
1987,"Crops: Feed crops: Quantity (million, $2015)",55223.57753
1987,"Crops: Oil crops: Price (index, 2015=1)",0.558833944
1987,"Crops: Oil crops: Quantity (million, $2015)",20475.11079
1987,"Crops: Vegetables and melons: Price (index, 2015=1)",0.5171031
1987,"Crops: Vegetables and melons: Quantity (million, $2015)",19127.48155
1987,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.408371003
1987,"Crops: Fruits and tree nuts: Quantity (million, $2015)",19727.13768
1987,"Crops: Other crops 2/: Price (index, 2015=1)",0.83727857
1987,"Crops: Other crops 2/: Quantity (million, $2015)",20915.87338
1987,"Farm-related output 3/: Price (index, 2015=1)",0.510804008
1987,"Farm-related output 3/: Quantity (million, $2015)",16241.04425
1987,"Total farm inputs: Price (index, 2015=1)",0.413142824
1987,"Total farm inputs: Quantity (million, $2015)",390931.6645
1987,"Capital: All capital: Price (index, 2015=1)",0.570583935
1987,"Capital: All capital: Quantity (million, $2015)",105647.4558
1987,"Capital: Durable equipment: Price (index, 2015=1)",0.790288832
1987,"Capital: Durable equipment: Quantity (million, $2015)",26288.88412
1987,"Capital: Service buildings: Price (index, 2015=1)",1.036680942
1987,"Capital: Service buildings: Quantity (million, $2015)",8450.43318
1987,"Capital: Land: Price (index, 2015=1)",0.438376072
1987,"Capital: Land: Quantity (million, $2015)",62073.40222
1987,"Capital: Inventories: Price (index, 2015=1)",0.671809475
1987,"Capital: Inventories: Quantity (million, $2015)",5258.979405
1987,"Labor: All labor: Price (index, 2015=1)",0.271731185
1987,"Labor: All labor: Quantity (million, $2015)",97141.41884
1987,"Labor: Hired labor: Price (index, 2015=1)",0.281632024
1987,"Labor: Hired labor: Quantity (million, $2015)",33721.30724
1987,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.266552705
1987,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",63399.66758
1987,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.410079217
1987,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",182485.5174
1987,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.385422747
1987,"Intermediate goods: Feed and seed: Quantity (million, $2015)",85089.06714
1987,"Intermediate goods: Energy: Price (index, 2015=1)",0.253447515
1987,"Intermediate goods: Energy: Quantity (million, $2015)",28063.51446
1987,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.360672675
1987,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",17890.18254
1987,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.602561934
1987,"Intermediate goods: Pesticides: Quantity (million, $2015)",7488.340604
1987,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.507008685
1987,"Intermediate goods: Purchased services: Quantity (million, $2015)",42006.40487
1987,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.503395231
1987,"Intermediate goods: Other intermediate: Quantity (million, $2015)",5290.727513
1988,"Total output: Price (index, 2015=1)",0.641351945
1988,"Total output: Quantity (million, $2015)",258670.8912
1988,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.559659476
1988,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",117380.6678
1988,"Livestock and products: Meat animals: Price (index, 2015=1)",0.504429811
1988,"Livestock and products: Meat animals: Quantity (million, $2015)",66752.40662
1988,"Livestock and products: Dairy: Price (index, 2015=1)",0.71855696
1988,"Livestock and products: Dairy: Quantity (million, $2015)",24537.60382
1988,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.518828207
1988,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",24820.04224
1988,"Crops: All crops: Price (index, 2015=1)",0.710822723
1988,"Crops: All crops: Quantity (million, $2015)",126131.9633
1988,"Crops: Food grains: Price (index, 2015=1)",0.819679173
1988,"Crops: Food grains: Quantity (million, $2015)",11294.46548
1988,"Crops: Feed crops: Price (index, 2015=1)",0.720090614
1988,"Crops: Feed crops: Quantity (million, $2015)",41153.26736
1988,"Crops: Oil crops: Price (index, 2015=1)",0.779764277
1988,"Crops: Oil crops: Quantity (million, $2015)",16967.29049
1988,"Crops: Vegetables and melons: Price (index, 2015=1)",0.536382565
1988,"Crops: Vegetables and melons: Quantity (million, $2015)",18255.75558
1988,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.42663468
1988,"Crops: Fruits and tree nuts: Quantity (million, $2015)",21170.54807
1988,"Crops: Other crops 2/: Price (index, 2015=1)",0.84002809
1988,"Crops: Other crops 2/: Quantity (million, $2015)",22079.00209
1988,"Farm-related output 3/: Price (index, 2015=1)",0.553246572
1988,"Farm-related output 3/: Quantity (million, $2015)",19066.38199
1988,"Total farm inputs: Price (index, 2015=1)",0.431061562
1988,"Total farm inputs: Quantity (million, $2015)",384861.6854
1988,"Capital: All capital: Price (index, 2015=1)",0.502658129
1988,"Capital: All capital: Quantity (million, $2015)",103134.4893
1988,"Capital: Durable equipment: Price (index, 2015=1)",0.813419937
1988,"Capital: Durable equipment: Quantity (million, $2015)",24918.97161
1988,"Capital: Service buildings: Price (index, 2015=1)",1.062096304
1988,"Capital: Service buildings: Quantity (million, $2015)",8481.63083
1988,"Capital: Land: Price (index, 2015=1)",0.300039142
1988,"Capital: Land: Quantity (million, $2015)",61656.46479
1988,"Capital: Inventories: Price (index, 2015=1)",0.801142031
1988,"Capital: Inventories: Quantity (million, $2015)",5072.932678
1988,"Labor: All labor: Price (index, 2015=1)",0.298262007
1988,"Labor: All labor: Quantity (million, $2015)",98345.10401
1988,"Labor: Hired labor: Price (index, 2015=1)",0.309455355
1988,"Labor: Hired labor: Quantity (million, $2015)",34816.00764
1988,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.292401915
1988,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",63469.51605
1988,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.473531597
1988,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",178921.7069
1988,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.4789052
1988,"Intermediate goods: Feed and seed: Quantity (million, $2015)",83629.81902
1988,"Intermediate goods: Energy: Price (index, 2015=1)",0.25515629
1988,"Intermediate goods: Energy: Quantity (million, $2015)",28062.24763
1988,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.485671206
1988,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",15808.65184
1988,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.63934221
1988,"Intermediate goods: Pesticides: Quantity (million, $2015)",6487.481881
1988,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.532412948
1988,"Intermediate goods: Purchased services: Quantity (million, $2015)",42798.12949
1988,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.521605255
1988,"Intermediate goods: Other intermediate: Quantity (million, $2015)",5564.094973
1989,"Total output: Price (index, 2015=1)",0.65786093
1989,"Total output: Quantity (million, $2015)",279616.212
1989,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.599829257
1989,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",118174.8642
1989,"Livestock and products: Meat animals: Price (index, 2015=1)",0.519739719
1989,"Livestock and products: Meat animals: Quantity (million, $2015)",66710.33865
1989,"Livestock and products: Dairy: Price (index, 2015=1)",0.794439761
1989,"Livestock and products: Dairy: Quantity (million, $2015)",24365.98335
1989,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.593424838
1989,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",25927.24977
1989,"Crops: All crops: Price (index, 2015=1)",0.706860343
1989,"Crops: All crops: Quantity (million, $2015)",143776.2719
1989,"Crops: Food grains: Price (index, 2015=1)",0.796671777
1989,"Crops: Food grains: Quantity (million, $2015)",12388.6749
1989,"Crops: Feed crops: Price (index, 2015=1)",0.703785028
1989,"Crops: Feed crops: Quantity (million, $2015)",55343.56752
1989,"Crops: Oil crops: Price (index, 2015=1)",0.680195916
1989,"Crops: Oil crops: Quantity (million, $2015)",20315.3193
1989,"Crops: Vegetables and melons: Price (index, 2015=1)",0.613846319
1989,"Crops: Vegetables and melons: Quantity (million, $2015)",18834.88039
1989,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.452337811
1989,"Crops: Fruits and tree nuts: Quantity (million, $2015)",20230.8491
1989,"Crops: Other crops 2/: Price (index, 2015=1)",0.857298968
1989,"Crops: Other crops 2/: Quantity (million, $2015)",21156.25991
1989,"Farm-related output 3/: Price (index, 2015=1)",0.565616318
1989,"Farm-related output 3/: Quantity (million, $2015)",20215.28578
1989,"Total farm inputs: Price (index, 2015=1)",0.483895012
1989,"Total farm inputs: Quantity (million, $2015)",380141.5113
1989,"Capital: All capital: Price (index, 2015=1)",0.630630349
1989,"Capital: All capital: Quantity (million, $2015)",101055.4177
1989,"Capital: Durable equipment: Price (index, 2015=1)",0.753258966
1989,"Capital: Durable equipment: Quantity (million, $2015)",23837.90565
1989,"Capital: Service buildings: Price (index, 2015=1)",1.013815438
1989,"Capital: Service buildings: Quantity (million, $2015)",8633.847281
1989,"Capital: Land: Price (index, 2015=1)",0.539136028
1989,"Capital: Land: Quantity (million, $2015)",61195.11916
1989,"Capital: Inventories: Price (index, 2015=1)",0.842679183
1989,"Capital: Inventories: Quantity (million, $2015)",4778.658545
1989,"Labor: All labor: Price (index, 2015=1)",0.336092464
1989,"Labor: All labor: Quantity (million, $2015)",95103.20856
1989,"Labor: Hired labor: Price (index, 2015=1)",0.349061385
1989,"Labor: Hired labor: Quantity (million, $2015)",32656.14733
1989,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.329298501
1989,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",62449.33302
1989,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.493005205
1989,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",179017.3722
1989,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.493861389
1989,"Intermediate goods: Feed and seed: Quantity (million, $2015)",79857.94944
1989,"Intermediate goods: Energy: Price (index, 2015=1)",0.266656456
1989,"Intermediate goods: Energy: Quantity (million, $2015)",27824.70415
1989,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.547851989
1989,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",14919.93123
1989,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.658010959
1989,"Intermediate goods: Pesticides: Quantity (million, $2015)",7616.073764
1989,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.548038327
1989,"Intermediate goods: Purchased services: Quantity (million, $2015)",46153.68476
1989,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.550999533
1989,"Intermediate goods: Other intermediate: Quantity (million, $2015)",5297.172022
1990,"Total output: Price (index, 2015=1)",0.658062325
1990,"Total output: Quantity (million, $2015)",293042.8377
1990,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.623826388
1990,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",121018.922
1990,"Livestock and products: Meat animals: Price (index, 2015=1)",0.574342529
1990,"Livestock and products: Meat animals: Quantity (million, $2015)",67200.24422
1990,"Livestock and products: Dairy: Price (index, 2015=1)",0.804995616
1990,"Livestock and products: Dairy: Quantity (million, $2015)",25034.42703
1990,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.5529493
1990,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",27664.32473
1990,"Crops: All crops: Price (index, 2015=1)",0.688301446
1990,"Crops: All crops: Quantity (million, $2015)",153695.1625
1990,"Crops: Food grains: Price (index, 2015=1)",0.737773421
1990,"Crops: Food grains: Quantity (million, $2015)",15979.88207
1990,"Crops: Feed crops: Price (index, 2015=1)",0.676421076
1990,"Crops: Feed crops: Quantity (million, $2015)",57039.95108
1990,"Crops: Oil crops: Price (index, 2015=1)",0.651625269
1990,"Crops: Oil crops: Quantity (million, $2015)",20440.62034
1990,"Crops: Vegetables and melons: Price (index, 2015=1)",0.57949172
1990,"Crops: Vegetables and melons: Quantity (million, $2015)",19454.81636
1990,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.472669302
1990,"Crops: Fruits and tree nuts: Quantity (million, $2015)",19902.94896
1990,"Crops: Other crops 2/: Price (index, 2015=1)",0.877087992
1990,"Crops: Other crops 2/: Quantity (million, $2015)",24246.75422
1990,"Farm-related output 3/: Price (index, 2015=1)",0.56300205
1990,"Farm-related output 3/: Quantity (million, $2015)",20527.54803
1990,"Total farm inputs: Price (index, 2015=1)",0.499574552
1990,"Total farm inputs: Quantity (million, $2015)",386009.3561
1990,"Capital: All capital: Price (index, 2015=1)",0.656920949
1990,"Capital: All capital: Quantity (million, $2015)",99722.1902
1990,"Capital: Durable equipment: Price (index, 2015=1)",0.710445493
1990,"Capital: Durable equipment: Quantity (million, $2015)",23113.78022
1990,"Capital: Service buildings: Price (index, 2015=1)",1.069384587
1990,"Capital: Service buildings: Quantity (million, $2015)",8374.079196
1990,"Capital: Land: Price (index, 2015=1)",0.591705405
1990,"Capital: Land: Quantity (million, $2015)",60757.26523
1990,"Capital: Inventories: Price (index, 2015=1)",0.835858199
1990,"Capital: Inventories: Quantity (million, $2015)",5004.43901
1990,"Labor: All labor: Price (index, 2015=1)",0.397881943
1990,"Labor: All labor: Quantity (million, $2015)",88895.45557
1990,"Labor: Hired labor: Price (index, 2015=1)",0.413223891
1990,"Labor: Hired labor: Quantity (million, $2015)",32500.541
1990,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.389845124
1990,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",56278.49423
1990,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.48052559
1990,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",191375.7782
1990,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.47051424
1990,"Intermediate goods: Feed and seed: Quantity (million, $2015)",86451.34787
1990,"Intermediate goods: Energy: Price (index, 2015=1)",0.302886671
1990,"Intermediate goods: Energy: Quantity (million, $2015)",27719.60539
1990,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.428361887
1990,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",19157.32061
1990,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.688602933
1990,"Intermediate goods: Pesticides: Quantity (million, $2015)",7789.253784
1990,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.553518235
1990,"Intermediate goods: Purchased services: Quantity (million, $2015)",47375.94735
1990,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.578598352
1990,"Intermediate goods: Other intermediate: Quantity (million, $2015)",5349.219716
1991,"Total output: Price (index, 2015=1)",0.63402797
1991,"Total output: Quantity (million, $2015)",294191.7508
1991,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.589681786
1991,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",124184.9869
1991,"Livestock and products: Meat animals: Price (index, 2015=1)",0.556353519
1991,"Livestock and products: Meat animals: Quantity (million, $2015)",69453.57103
1991,"Livestock and products: Dairy: Price (index, 2015=1)",0.719283853
1991,"Livestock and products: Dairy: Quantity (million, $2015)",25034.08345
1991,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.525229097
1991,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",28866.39578
1991,"Crops: All crops: Price (index, 2015=1)",0.668947183
1991,"Crops: All crops: Quantity (million, $2015)",152190.4395
1991,"Crops: Food grains: Price (index, 2015=1)",0.758490778
1991,"Crops: Food grains: Quantity (million, $2015)",12192.78261
1991,"Crops: Feed crops: Price (index, 2015=1)",0.634171744
1991,"Crops: Feed crops: Quantity (million, $2015)",55718.35251
1991,"Crops: Oil crops: Price (index, 2015=1)",0.611127046
1991,"Crops: Oil crops: Quantity (million, $2015)",22084.50587
1991,"Crops: Vegetables and melons: Price (index, 2015=1)",0.557838293
1991,"Crops: Vegetables and melons: Quantity (million, $2015)",20419.01596
1991,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.502420106
1991,"Crops: Fruits and tree nuts: Quantity (million, $2015)",19674.96103
1991,"Crops: Other crops 2/: Price (index, 2015=1)",0.869759701
1991,"Crops: Other crops 2/: Quantity (million, $2015)",25635.58541
1991,"Farm-related output 3/: Price (index, 2015=1)",0.56735635
1991,"Farm-related output 3/: Quantity (million, $2015)",20249.72105
1991,"Total farm inputs: Price (index, 2015=1)",0.483924644
1991,"Total farm inputs: Quantity (million, $2015)",385443.8928
1991,"Capital: All capital: Price (index, 2015=1)",0.587170315
1991,"Capital: All capital: Quantity (million, $2015)",98934.78846
1991,"Capital: Durable equipment: Price (index, 2015=1)",0.738350786
1991,"Capital: Durable equipment: Quantity (million, $2015)",22605.05847
1991,"Capital: Service buildings: Price (index, 2015=1)",1.054936412
1991,"Capital: Service buildings: Quantity (million, $2015)",8301.48185
1991,"Capital: Land: Price (index, 2015=1)",0.473668858
1991,"Capital: Land: Quantity (million, $2015)",60421.71671
1991,"Capital: Inventories: Price (index, 2015=1)",0.777888916
1991,"Capital: Inventories: Quantity (million, $2015)",5172.573013
1991,"Labor: All labor: Price (index, 2015=1)",0.392853117
1991,"Labor: All labor: Quantity (million, $2015)",89496.19584
1991,"Labor: Hired labor: Price (index, 2015=1)",0.408182805
1991,"Labor: Hired labor: Quantity (million, $2015)",32411.94838
1991,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.38481377
1991,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",56985.64139
1991,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.487544067
1991,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",191316.7946
1991,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.453814309
1991,"Intermediate goods: Feed and seed: Quantity (million, $2015)",86799.70608
1991,"Intermediate goods: Energy: Price (index, 2015=1)",0.297131416
1991,"Intermediate goods: Energy: Quantity (million, $2015)",27734.93328
1991,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.480326179
1991,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",18042.14799
1991,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.869445393
1991,"Intermediate goods: Pesticides: Quantity (million, $2015)",7269.289194
1991,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.564204247
1991,"Intermediate goods: Purchased services: Quantity (million, $2015)",48209.20671
1991,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.598807226
1991,"Intermediate goods: Other intermediate: Quantity (million, $2015)",5773.634819
1992,"Total output: Price (index, 2015=1)",0.627115366
1992,"Total output: Quantity (million, $2015)",311368.7364
1992,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.578319055
1992,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",127292.7001
1992,"Livestock and products: Meat animals: Price (index, 2015=1)",0.520607443
1992,"Livestock and products: Meat animals: Quantity (million, $2015)",70992.6132
1992,"Livestock and products: Dairy: Price (index, 2015=1)",0.771269149
1992,"Livestock and products: Dairy: Quantity (million, $2015)",25589.31603
1992,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.516318192
1992,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",30090.44857
1992,"Crops: All crops: Price (index, 2015=1)",0.662073493
1992,"Crops: All crops: Quantity (million, $2015)",166879.0987
1992,"Crops: Food grains: Price (index, 2015=1)",0.776046943
1992,"Crops: Food grains: Quantity (million, $2015)",14958.45805
1992,"Crops: Feed crops: Price (index, 2015=1)",0.628537185
1992,"Crops: Feed crops: Quantity (million, $2015)",64677.64109
1992,"Crops: Oil crops: Price (index, 2015=1)",0.604778216
1992,"Crops: Oil crops: Quantity (million, $2015)",23420.6046
1992,"Crops: Vegetables and melons: Price (index, 2015=1)",0.553074203
1992,"Crops: Vegetables and melons: Quantity (million, $2015)",21278.20449
1992,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.494086648
1992,"Crops: Fruits and tree nuts: Quantity (million, $2015)",20549.14467
1992,"Crops: Other crops 2/: Price (index, 2015=1)",0.846745882
1992,"Crops: Other crops 2/: Quantity (million, $2015)",25955.08318
1992,"Farm-related output 3/: Price (index, 2015=1)",0.589420818
1992,"Farm-related output 3/: Quantity (million, $2015)",18937.39887
1992,"Total farm inputs: Price (index, 2015=1)",0.515079984
1992,"Total farm inputs: Quantity (million, $2015)",379094.7523
1992,"Capital: All capital: Price (index, 2015=1)",0.704256912
1992,"Capital: All capital: Quantity (million, $2015)",97629.28233
1992,"Capital: Durable equipment: Price (index, 2015=1)",0.749748981
1992,"Capital: Durable equipment: Quantity (million, $2015)",21869.97196
1992,"Capital: Service buildings: Price (index, 2015=1)",1.104203583
1992,"Capital: Service buildings: Quantity (million, $2015)",8114.540549
1992,"Capital: Land: Price (index, 2015=1)",0.660269946
1992,"Capital: Land: Quantity (million, $2015)",60267.26051
1992,"Capital: Inventories: Price (index, 2015=1)",0.698119957
1992,"Capital: Inventories: Quantity (million, $2015)",5165.791444
1992,"Labor: All labor: Price (index, 2015=1)",0.40074288
1992,"Labor: All labor: Quantity (million, $2015)",87206.45789
1992,"Labor: Hired labor: Price (index, 2015=1)",0.423956139
1992,"Labor: Hired labor: Quantity (million, $2015)",30668.26683
1992,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.388333175
1992,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",56511.69805
1992,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.485949412
1992,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",188416.0218
1992,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.453132607
1992,"Intermediate goods: Feed and seed: Quantity (million, $2015)",86280.78598
1992,"Intermediate goods: Energy: Price (index, 2015=1)",0.288948933
1992,"Intermediate goods: Energy: Quantity (million, $2015)",27377.10753
1992,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.449481121
1992,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",18534.06654
1992,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.861016009
1992,"Intermediate goods: Pesticides: Quantity (million, $2015)",7514.97293
1992,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.57556813
1992,"Intermediate goods: Purchased services: Quantity (million, $2015)",46365.9803
1992,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.611950154
1992,"Intermediate goods: Other intermediate: Quantity (million, $2015)",5009.273905
1993,"Total output: Price (index, 2015=1)",0.649740551
1993,"Total output: Quantity (million, $2015)",296286.0528
1993,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.601661237
1993,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",128450.0842
1993,"Livestock and products: Meat animals: Price (index, 2015=1)",0.552913736
1993,"Livestock and products: Meat animals: Quantity (million, $2015)",70878.23411
1993,"Livestock and products: Dairy: Price (index, 2015=1)",0.753040661
1993,"Livestock and products: Dairy: Quantity (million, $2015)",25578.32133
1993,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.55263301
1993,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",31427.05681
1993,"Crops: All crops: Price (index, 2015=1)",0.681995518
1993,"Crops: All crops: Quantity (million, $2015)",150441.4063
1993,"Crops: Food grains: Price (index, 2015=1)",0.76841681
1993,"Crops: Food grains: Quantity (million, $2015)",14296.79387
1993,"Crops: Feed crops: Price (index, 2015=1)",0.640715917
1993,"Crops: Feed crops: Quantity (million, $2015)",49928.54063
1993,"Crops: Oil crops: Price (index, 2015=1)",0.665782366
1993,"Crops: Oil crops: Quantity (million, $2015)",20118.82585
1993,"Crops: Vegetables and melons: Price (index, 2015=1)",0.62163749
1993,"Crops: Vegetables and melons: Quantity (million, $2015)",22057.37464
1993,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.466591395
1993,"Crops: Fruits and tree nuts: Quantity (million, $2015)",22092.0405
1993,"Crops: Other crops 2/: Price (index, 2015=1)",0.859966631
1993,"Crops: Other crops 2/: Quantity (million, $2015)",25629.79335
1993,"Farm-related output 3/: Price (index, 2015=1)",0.626594365
1993,"Farm-related output 3/: Quantity (million, $2015)",20149.01933
1993,"Total farm inputs: Price (index, 2015=1)",0.502588958
1993,"Total farm inputs: Quantity (million, $2015)",383034.8046
1993,"Capital: All capital: Price (index, 2015=1)",0.594245072
1993,"Capital: All capital: Quantity (million, $2015)",96649.2382
1993,"Capital: Durable equipment: Price (index, 2015=1)",0.733672587
1993,"Capital: Durable equipment: Quantity (million, $2015)",21054.69535
1993,"Capital: Service buildings: Price (index, 2015=1)",1.150645726
